company_id,name,reason_bucket,cleanup_action,entity_type,entity_confidence,entity_evidence,head_object,object_kind,object_candidate,verb_anchor,url_lookup_name,resolved_url,reason,priority_tier,priority_score,industry,signal_count,signal_types
6744,These 6 products helped me,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.55,starts with capital letter; 5-word name (borderline compact); no sentence-punctuation,me,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6745,large fire at Compass Park in Franklin,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.57,title-case proper noun; no sentence-punctuation; contains distinctive non-generic word,Franklin,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6746,Top multifamily industry conferences,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (4 word(s)); no sentence-punctuation,conferences,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6748,Solico Group,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.92,has legal entity suffix (Inc/LLC/Corp/Ltd/…),Group,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
6749,Jafza,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Jafza,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
6750,Intel,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Intel,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,"automation_interest,news"
6752,China Sulfuric Acid,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Acid,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
6754,The Week,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Week,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
6755,Bharat Forge,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Forge,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
6756,Skild,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Skild,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,"ma_activity,strategic_hire"
6758,Automation and AI Unlock New Value,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,Value,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Media & Publishing,1,strategic_hire
6759,The Number,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Number,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
6761,Kemin,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Kemin,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
6763,The 6 Best Data Center Courses on Udemy,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.55,title-case proper noun; starts with capital letter; very long (8 words) — likely a sentence,Udemy,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
6765,As Wages,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Wages,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6770,Here,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Here,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,automation_interest
6771,Rethinking Warehouse Automation,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Automation,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6774,Enhancing hospitality,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (2 word(s)); no sentence-punctuation,hospitality,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,automation_interest
6776,Grocery aisle robot Tally,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (4 word(s)); no sentence-punctuation,Tally,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,1,funding_round
6777,Stonebranch,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Stonebranch,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,strategic_hire
6780,Likely,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Likely,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
6781,China’s top 10 tech innovators to watch,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.47,starts with capital letter; no sentence-punctuation; contains distinctive non-generic word,watch,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,news
6783,Rieter,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Rieter,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,strategic_hire
6784,Freedom With a Side,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Side,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,news
6785,Factory Automation and Industrial Controls Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
6786,7 Best Industrial Automation and Control Systems for Enterprises,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.92,has legal entity suffix (Inc/LLC/Corp/Ltd/…),Enterprises,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
6789,Programs to Codify and,malformed_entity,repair_or_merge_candidate,malformed_entity_string,0.84,proper-name span embedded in malformed headline fragment; candidate span: 'Programs to Codify',and,unknown,,,,,logic engine: inference gate: classified as malformed_entity_string (conf=0.84) — proper-name span embedded in malformed headline fragment; candidate span: 'Programs to Codify',COLD,0.0,Unknown,1,pilot_success
6794,The Soft(ware) Side,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Side,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,automation_interest
6795,5 Soft Drinks Stocks Set,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.8,title-case proper noun; 5-word name (borderline compact); no sentence-punctuation,Set,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,news
6797,Trader Joe’s,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),s,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6801,"To Deepen Fort Worth Footprint,",buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Footprint,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6806,Chicago’s 1st,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,starts with capital letter; compact name (2 word(s)); no sentence-punctuation,st,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6807,3 Best Automatic Litter Boxes 2026: Cat,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.62,title-case proper noun; no all-lowercase word pair (not mid-sentence); contains distinctive non-generic word,Cat,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6808,The Best Self-Emptying Robot Vacuums We've,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,We've,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6809,Prediction: These Top Robotics Stocks Which,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.67,title-case proper noun; starts with capital letter; no all-lowercase word pair (not mid-sentence),Which,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6813,Cold Storage’s Next Phase,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Phase,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,news
6815,"Agricultural Diesel, AI Agriculture & Automation Solutions",buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.72,title-case proper noun; starts with capital letter; no all-lowercase word pair (not mid-sentence),Solutions,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
6816,News | Denny's,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Denny's,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6817,Raleigh PE firm,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,firm,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6818,VCs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),VCs,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6821,Instrumentation and Control Devices Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6827,These Once,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Once,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6832,EB-3 Unskilled Jobs 2026: EB3.,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.8,title-case proper noun; starts with capital letter; 5-word name (borderline compact),EB,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6833,The average American teacher,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (4 word(s)); no sentence-punctuation,teacher,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6834,Fresno farmworkers protest,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,protest,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6836,Conduent,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Conduent,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,strategic_hire
6837,s Oklahoma,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; compact name (2 word(s)); no sentence-punctuation,Oklahoma,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6839,"For 50th anniversary, Station",buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.9,title-case proper noun; starts with capital letter; compact name (4 word(s)),Station,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6842,California’s Great America,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),America,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,news
6844,Culture,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Culture,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Theme Parks & Entertainment,1,news
6845,multibillion-dollar Epic Universe,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; compact name (3 word(s)); no sentence-punctuation,Universe,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Theme Parks & Entertainment,1,news
6846,Swissport,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Swissport,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6847,Cover Story 1:,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.9,title-case proper noun; starts with capital letter; compact name (3 word(s)),Story,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,automation_interest
6848,Timur Sentuerk,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Sentuerk,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,expansion
6851,Pet food acquisitions,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,acquisitions,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,ma_activity
6852,After Years,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Years,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,funding_round
6853,Artera,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Artera,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Healthcare,2,"expansion,funding_round"
6854,Medtronic,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Medtronic,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6856,Aerospace & defense: Reshaping modern,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.8,title-case proper noun; starts with capital letter; 5-word name (borderline compact),modern,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,funding_round
6858,Mobile publisher Playtika,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Playtika,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6865,Gausium and mR Mobile Robots Help Coca-Cola,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.77,title-case proper noun; starts with capital letter; no sentence-punctuation,Coca-Cola,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6867,Video: How the ‘world’s fastest,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.5,starts with capital letter; 5-word name (borderline compact); no all-lowercase word pair (not mid-sentence),fastest,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6869,Avallon,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Avallon,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,automation_interest
6871,Global Warehouse Robotics Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6872,Five,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Five,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6874,"“Latest Robots, Especially",buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; compact name (3 word(s)); no all-lowercase word pair (not mid-sentence),Especially,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6875,Mining Robotics: Tech,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; compact name (3 word(s)),Tech,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
6876,AI Robot Farming: 7 Ways Robots,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.72,title-case proper noun; starts with capital letter; no all-lowercase word pair (not mid-sentence),Robots,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6880,Anthropic,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Anthropic,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6881,MercadoLibre,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),MercadoLibre,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
6882,SLAS receives grant,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,grant,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,automation_interest
6883,IT automation startup Standard Template Labs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.67,title-case proper noun; starts with capital letter; no sentence-punctuation,Labs,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,funding_round
6884,St. Joseph Medical Center,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; compact name (4 word(s)),Center,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
6885,Inside the ‘self,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,self,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6888,BTSG,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),BTSG,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
6889,"Phased, Tech-Enabled IV Image Capture",buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Capture,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,news
6890,Medical Robotics Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6891,Ronovo Surgical,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Surgical,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Medical Technology,1,strategic_hire
6892,Japan Robotic Nurses Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6893,Nursing Trends to Watch,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Watch,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6896,Medical Telepresence Robots Market,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Market,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,automation_interest
6900,Travis Kalanick Returns With a,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),a,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6901,The Kitchen,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Kitchen,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,strategic_hire
6902,Australia Food Processing Market Set,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Set,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,news
6904,Pizza,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Pizza,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6905,All the latest restaurants to,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.5,starts with capital letter; 5-word name (borderline compact); no sentence-punctuation,to,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6906,All the latest restaurants,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.6,starts with capital letter; compact name (4 word(s)); no sentence-punctuation,restaurants,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
6907,Burger Battle champions,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),champions,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
6909,UW humanoid robotics club to,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.5,starts with capital letter; 5-word name (borderline compact); no sentence-punctuation,to,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
6910,Foxconn to,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),to,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
