company_name,website,country,vendor_role,robot_category,primary_robots,work_type,industries,commercial_maturity,us_availability,sales_model,notes,source,verification,vendor_type
Paxini Robotics,https://paxini.com,China,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Persona AI,https://persona.ai,USA,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
PrimeBOT,https://www.msn.com/en-us/news/technology/china-s-primebot-unveils-world-s-first-transformable-personal-humanoid-robot/ar-AA28nn6z?ocid=BingNewsVerp,China,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Qinglong Bot,https://www.openloong.org.cn,China,robot_oem,agriculture,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Realbotix,https://www.nasdaq.com/press-release/onconetix-highlights-realbotixs-launch-humanoid-robot-and-ai-teachers-assistant-pilot,Canada,robot_oem,agriculture,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
RealMan Robotics,https://www.realman-robotics.com,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Samsung Research,https://research.samsung.com,South Korea,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Segway Robotics,https://www.segwayrobotics.com,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Shanghai Electric,https://www.tmcnet.com/usubmit/2026/07/24/10419773.htm,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Spirit AI,https://www.spirit-ai.com,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
STEP Robotics,,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Ti5 Robot,https://www.ti5robot.com/en,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Toyota,https://global.toyota/en,Japan,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
XPeng Robotics,https://www.xpeng.com,China,robot_oem,healthcare_hospital_service,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
UMA,https://finance.yahoo.com/technology/ai/articles/uma-unveils-vision-next-generation-120000373.html,France,robot_oem,healthcare_hospital_service,,humanoid labor,Manufacturing;Logistics,unknown,unknown,unknown,from humanoid_benchmarks,humanoid_benchmarks,db_import,oem
AGIBOT,https://www.reuters.com/press-releases/agibot-humanoid-robot-cannes-film-festival-2026-06-24/,China,robot_oem,healthcare_hospital_service,,humanoid labor,Manufacturing;Logistics,unknown,unknown,unknown,from humanoid_benchmarks,humanoid_benchmarks,db_import,oem
